0.31491584,21322.9890449
0.31718183,19637.30440816
0.3178791,20124.67122449
0.31541646,20177.66559184
0.31163255,20143.96258776
0.31805821,20539.0451102
0.31607883,18437.11988936
0.31781091,19994.05321702
0.31439316,20693.13957551
0.31872715,20624.35227755
0.31767608,19968.43563265
0.31795691,19247.42695652
0.31709702,18000.40850612
0.31425569,20616.97029167
0.31928812,18601.32719184
0.31544998,20858.09026122
0.31819875,19715.29623673
0.31369992,21416.97766531
0.31791148,19576.30745306
0.3163053,20187.04023673
0.31874025,19656.32399184
0.31674924,19997.18293061
0.31812883,19831.49044898
0.31737681,19946.85754286
0.31725341,21645.71844898
0.31753883,19678.04736327
0.31643732,20377.09758367
0.31658794,20128.89139592
0.31700356,19864.60808163
0.31838127,20093.03293878
0.31718217,20793.53342857
