times,flux
126.1376855,0.999599578
126.1581199,0.999651773
126.1785542,0.999966404
126.1989887,0.999928627
126.2194231,0.999900966
126.2398573,0.999728085
126.3011605,1.000054881
126.3215948,1.000081934
126.3420293,1.000223934
126.3624636,1.000762225
126.382898,1.000669561
126.4033324,1.000738944
126.4237668,1.000532662
126.4442011,1.000151314
126.4646355,1.000112647
126.4850699,1.000334862
126.5055042,1.000393577
126.5259386,1.000433388
126.5463729,1.000474433
126.5668074,1.000287428
126.5872417,0.999829509
126.6076761,0.99964827
126.6281105,0.999726465
126.6485449,0.999532715
126.6689792,0.999898941
126.6894135,1.00002844
126.709848,0.999491673
126.7302824,0.999253999
126.7507166,0.999624016
126.7711511,0.999774557
126.7915855,0.999974974
126.8120198,1.000032549
126.8324541,0.999776977
126.8528886,1.000151196
126.8733229,1.000426574
126.8937573,1.000323843
126.9141917,1.000166781
126.9346261,1.000032953
126.9550604,1.000167746
126.9754947,1.00047346
126.9959292,1.000237683
127.0163636,1.000078947
127.0367979,0.999917211
127.0572323,1.000168374
127.0776667,1.000389168
127.1185354,1.000062151
127.1389698,1.000165193
127.1594042,1.000527868
127.1798385,1.000468342
127.200273,1.000185837
127.2207073,1.000023436
127.2411416,0.999982689
127.261576,1.000239784
127.2820104,1.00008759
127.3024447,1.000246045
127.3228791,1.000583677
127.3433136,1.000477323
127.3637478,1.00056595
127.3841822,1.000484994
127.4046166,1.000088219
127.425051,0.9996965
127.4454853,0.999827345
127.4659197,0.999939799
127.4863542,1.000049769
127.5067884,1.000135673
127.5272228,1.000265259
127.5476571,1.000080784
127.5680916,1.000018271
127.5885259,0.999851551
127.649829,1.000086469
127.6702634,0.9999344
127.6906977,0.999593647
127.7111322,0.999447457
127.7315665,0.9997979
127.7520008,0.99997649
127.7724352,0.999992215
127.7928696,0.99995888
127.8133039,1.00057843
127.8337383,1.000958178
127.8541727,1.00084263
127.874607,1.000531276
127.8950414,1.000366463
127.9154758,1.00021662
127.9359101,1.00012285
127.9563445,1.000456411
127.9767789,1.000546454
127.9972133,1.000540451
128.0176476,1.000440363
128.038082,0.999977687
128.0585162,0.99965504
128.0789507,1.000015001
128.0993851,1.000318161
128.1198195,1.000154023
128.1402538,1.000152225
128.1606882,1.000273316
128.1811226,1.000308797
128.2015568,1.000274571
128.2219913,0.999931982
128.2424257,0.999779715
128.2628599,0.999684654
128.2832944,1.000151163
128.3037288,1.000830918
128.324163,1.000881256
128.3650319,1.00004189
128.3854662,1.000207787
128.4059006,1.000297884
128.426335,0.999962933
128.4467693,0.999694074
128.4672037,0.999562248
128.487638,0.999578296
128.5080724,0.999752752
128.5285068,0.999530661
128.5489411,0.999766654
128.5693756,0.99971711
128.6102442,1.000073726
128.6306786,1.000165755
128.651113,1.000500357
128.6715474,1.000217333
128.6919817,1.000247001
128.7124161,0.99980568
128.7328505,0.999742726
128.7532847,0.999855942
128.7737191,0.999892637
128.8145878,1.000634558
128.8350222,1.00046163
128.8554566,1.000535713
128.8758909,1.00073919
128.8963253,1.00074203
128.9167597,1.00041113
128.937194,1.000480793
128.9576284,0.999920866
128.998497,0.999805241
129.0189315,0.999736839
129.0393659,0.999729257
129.0598001,1.000201637
129.0802346,1.000838512
129.100669,1.000227472
129.1211033,0.999427466
129.1415376,0.999396653
129.1619721,0.999827309
129.1824064,1.000656961
129.2028407,1.000657944
129.2232751,1.000119599
129.2437095,1.000054913
129.2641438,0.999955533
129.2845781,1.000300172
129.3050126,1.000143277
129.3254469,1.00008954
129.3458812,0.999779305
129.3663157,0.99970853
129.38675,0.999973863
129.4071843,0.999963906
129.4276187,1.000029844
129.4480531,0.999750071
129.4889218,0.99966293
129.5093562,0.999685905
129.5297905,0.999843219
129.5502249,0.999940022
129.5706592,1.000235079
129.5910936,1.000610678
129.6115279,1.00071719
129.6319623,1.000474079
129.6523967,1.000372541
129.672831,1.000271421
129.6932654,1.000542237
129.7136998,1.000919412
129.7341341,1.000958431
129.7545685,1.000764617
129.7750028,1.000493369
129.7954373,1.000432152
129.8158716,1.000511986
129.8363059,1.000551454
129.8567403,0.999976968
129.8771746,0.999737756
129.897609,1.00025293
129.9180434,1.000467633
129.9384777,1.000473662
129.9589121,0.99974008
129.9793464,0.999788759
129.9997807,0.999919215
130.0202152,1.000133927
130.0406495,1.000168257
130.0815181,0.99984146
130.1019526,1.000303365
130.1223869,1.000390664
130.1428212,0.999850699
130.1632557,0.999424622
130.18369,0.999403813
130.2041243,0.999352025
130.2245587,0.99936962
130.2449931,0.999447613
131.5119226,1.000174734
131.532357,0.999898556
131.5527914,0.999602558
131.5732256,0.999863129
131.59366,1.000351183
131.6140945,1.00038707
131.6549631,0.999596132
131.6753975,0.999580194
131.6958319,1.000092629
131.7367005,1.000299906
131.7571349,0.99978163
131.7775692,0.999991319
131.7980035,1.000034452
131.818438,1.000083781
131.8388722,0.999671242
131.8593066,0.999357725
131.8797409,0.999278288
131.9001753,0.999289505
131.9206096,0.999462626
131.9614783,1.000391646
131.9819127,1.000479587
132.002347,1.000805538
132.0227813,1.000456105
132.0432157,1.000458057
132.0636501,1.000547991
132.0840843,1.000627296
132.1045187,1.000799745
132.1249531,1.000510759
132.1453874,1.000130611
132.1658217,1.000028327
132.1862562,0.999963838
132.2066905,1.000045557
132.2271248,1.000100743
132.2475591,1.000082314
132.2679936,0.999961567
132.2884278,0.999950788
132.3088622,0.999699431
132.3292966,0.999855612
132.3701652,1.000447486
132.3905996,1.000183236
132.4110339,0.999806548
132.4314683,0.999922476
132.4519026,0.999685079
132.4723371,0.999872873
132.4927713,0.999875643
132.5132056,0.999842794
132.5336399,0.999737568
132.5540743,1.0000788
132.5745087,1.000192988
132.5949429,1.000017564
132.6153774,1.000110803
132.6562461,1.000522792
132.6766803,1.000501441
132.6971148,1.00055671
132.7175491,1.000177409
132.7379834,1.000013389
132.7584178,0.999989378
132.7788522,0.999831766
132.7992864,1.000022004
132.8197207,1.000054379
132.8401552,1.0001326
132.8605894,0.999911817
132.8810238,0.999958554
132.9014582,1.000218708
132.9218925,1.000477423
132.9423268,1.00060977
132.9627612,1.000174881
132.9831956,1.00001691
133.0036299,0.999878871
133.0240642,1.000265643
133.0444985,1.000283517
133.0649329,0.999878496
133.0853672,0.999796333
133.1058016,0.999944828
133.1262359,1.000358051
133.1466703,1.000250298
133.1671046,0.99994153
133.187539,0.99976936
133.2079734,0.999732856
133.2284076,0.999707812
133.248842,0.999567134
133.2692763,0.999504097
133.2897107,0.999953467
133.310145,0.999973031
133.3305793,1.000036995
133.3510137,0.999919871
133.371448,0.999966911
133.3918824,1.000260297
133.4123167,1.000502687
133.4327511,1.00048243
133.4531854,1.00018559
133.4736197,1.000563149
133.4940541,1.000624892
133.5144884,1.000477262
133.5349227,1.000413678
133.5553571,1.000313343
133.5962257,1.000640154
133.6166601,1.000445261
133.6370945,1.000567845
133.6575288,1.00040569
133.6779631,1.000062349
133.6983975,1.000039166
133.7188319,1.0000292
133.7392661,1.000012216
133.7597004,1.000040559
133.7801349,1.000142929
133.8005691,1.000116354
133.8210035,1.000068928
133.8414378,1.000069823
133.8618721,1.000132769
133.8823065,1.000377733
133.9027408,1.000475581
133.9231752,1.000441802
133.9436095,1.000340304
133.9640438,1.000087461
133.9844781,1.000107695
134.0049125,0.999750069
134.0253469,0.999651577
134.0457811,0.999432806
134.0662155,0.999391295
134.0866499,0.999503294
134.1070841,0.999706549
134.1275185,0.999859313
134.1479529,0.999863303
134.1683872,0.999928926
134.1888215,0.999770101
134.2092559,0.999835404
134.2296902,1.000018394
134.2501245,0.99982177
134.2705588,0.999509826
134.2909933,0.999426551
134.3114275,0.999427409
134.3522963,0.99976959
134.3727305,0.999760732
134.4135992,0.999234662
134.4544679,0.999657224
134.4749022,0.999591357
134.4953366,0.999622734
134.5157709,1.000003462
134.5362052,1.000156755
134.5566394,1.000049888
134.5770739,1.000071137
134.5975082,0.999879407
134.6179424,0.999723704
134.6383768,0.999942952
134.6588112,0.999303372
134.6792456,0.999153127
134.6996799,0.999493348
134.7201142,1.000266328
134.7405486,1.000521061
134.7609828,1.000066361
134.7814171,0.999645109
134.8018516,0.999328846
134.8222859,0.999695788
134.8427201,1.000006977
134.8631546,1.000493352
134.8835889,1.000442491
134.9040232,1.000261246
134.9244575,1.000345624
134.9448919,1.000502577
134.9653262,1.000203233
134.9857605,0.999731487
135.0061949,0.999834131
135.0266292,1.000160375
135.0470635,1.000553925
135.0674978,1.000376901
135.0879322,1.000058239
135.1083665,0.999676087
135.1288008,0.999659686
135.1492352,1.000366942
135.1696696,1.000599838
135.1901038,1.000618835
135.2105381,1.000251741
135.2514068,1.000739096
135.2718411,1.00099872
135.2922754,1.000514144
135.3127098,1.000241606
135.3331441,1.000523315
135.3535784,1.000797588
135.3740128,1.000677414
135.3944471,0.999899553
135.4148815,0.999427252
135.4353157,0.999817435
135.4557501,0.999956447
135.4761845,0.999825915
135.4966187,0.999706112
135.5170531,0.999919013
135.5374874,1.000441495
135.5579217,1.000479101
135.578356,1.000275457
135.5987904,1.000204459
135.6192247,1.000191782
135.639659,0.999829774
135.6600934,0.999904732
135.6805278,0.999829694
135.700962,1.000088076
135.7213963,1.00042852
135.7418307,1.00049396
135.762265,1.000426234
135.7826993,1.000359125
135.823568,1.000407093
135.8440023,1.00019308
135.8644366,0.999849616
135.8848709,0.999410043
135.9053053,0.999240916
135.9257396,0.999211858
135.9461738,0.999401837
135.9666083,0.999258486
135.9870426,0.998793058
136.0074768,0.999048346
136.0279112,0.999575207
136.0483456,0.999809515
136.0687798,0.999562057
136.0892141,0.999794384
136.1300829,0.999872747
136.1505171,0.999866088
136.1709515,0.999406782
136.1913859,0.99944718
136.2118201,0.999452575
136.2322544,0.999772384
136.2526888,0.999670825
136.2731231,0.999340102
136.2935574,0.999289932
136.3139918,0.999147469
136.334426,0.999233324
136.3548604,0.999392663
136.3752947,0.999623216
136.395729,0.999295013
136.4161633,0.999384334
136.4365977,0.999424199
136.4570321,0.999088737
136.4774663,0.999563555
136.4979006,0.999276375
136.518335,0.999593338
136.5387693,0.999576365
136.5592036,0.999417455
136.5796379,0.999707237
136.6000723,1.000082577
136.6205066,0.999906709
136.6409409,0.999527077
136.6613752,0.999454208
136.6818096,0.999889894
136.7022439,1.000061844
136.7226782,0.999849501
136.7431124,0.999895099
136.7635469,1.00045318
136.7839812,1.00043096
136.8044154,1.000110747
136.8248498,0.999985105
136.8452841,1.000175416
136.8657185,1.000396793
136.8861527,1.000382829
136.9065871,1.000040114
136.9270214,1.000030275
136.9474557,1.000316255
136.9678901,1.000181004
136.9883244,1.000339611
137.0087586,1.000021045
137.0291929,1.000195647
137.0700616,1.000134568
137.0904959,0.999720321
137.1313646,1.000211024
137.1517989,1.000987473
137.1722332,1.000955441
137.1926676,1.00034603
137.2131018,0.999817542
137.2539704,1.000416331
137.2744048,1.000726458
137.2948391,1.000774423
137.3152733,1.000277006
137.3357078,0.999743156
137.3561421,0.999951406
137.3970106,1.000266013
137.417445,0.99987891
137.478748,0.999960876
137.4991823,1.000648299
137.5196165,1.000137842
137.5400508,0.999775595
137.5604853,1.000009903
137.5809195,1.000395512
137.6013538,1.000767494
137.6217882,0.999910135
137.6422225,0.999537452
137.6626568,0.999801158
137.6830911,1.00039348
137.7035255,1.000550152
137.7239597,1.000297289
137.744394,1.000148255
137.7648284,1.000015941
137.7852627,0.999708066
137.805697,0.999603922
137.8261312,0.999482948
137.8465656,0.999602856
137.8669999,0.999742882
137.8874342,1.000071876
137.9078685,1.000165036
137.9283029,1.000236933
137.9487372,0.999959369
137.9691714,0.999808439
137.9896058,1.000048143
138.0100401,1.000554631
138.0304743,1.000482439
138.0509087,1.00027577
138.0713431,1.00018232
138.0917774,0.999898042
138.1122116,1.000328771
138.132646,1.000074112
138.1530803,0.999840507
138.1735145,0.999343935
138.1939489,0.999430054
138.2143833,0.999984097
138.2348176,1.000244312
138.2552518,0.99992937
138.2756862,1.000197942
138.2961205,1.000192714
138.3165547,1.00027531
138.3369891,1.000290512
138.3574235,1.000222944
138.3778578,1.000103982
138.398292,1.000117634
138.4187264,1.000489086
138.4391607,1.000589012
138.4595949,1.000212045
138.4800292,0.999911345
138.5004637,1.000050488
138.5208979,1.000234829
138.5413322,1.000449507
138.5617665,1.000582552
138.5822008,1.000597744
138.6026351,1.000419749
138.6230694,1.000303262
138.6435037,1.000541573
138.6639381,1.000804858
138.6843724,1.000716751
138.7048066,1.000265282
138.725241,1.00004745
138.7456753,1.00015479
138.7661095,1.000379977
138.7865439,1.000236437
138.8069782,1.000373286
138.8274124,1.000361736
138.8478468,1.00024678
138.8682812,1.000229346
138.8887155,1.000182812
138.9091497,1.000240302
138.9295841,1.000083349
138.9500184,0.999624031
138.9704526,0.999371826
138.9908869,0.999580388
139.0113213,1.000158593
139.0317555,1.000221851
139.0726243,0.999824134
139.0930585,1.000040941
139.1134928,1.000256505
139.1339271,1.000422943
139.1543614,1.00038526
139.1747957,1.000509693
139.19523,0.999875856
139.2156642,0.999454492
139.2360986,0.999431448
139.2565329,0.999602503
139.2769671,0.999864257
139.2974015,0.999769577
139.3178358,0.99956654
139.3382702,0.999246477
139.3587044,0.999629351
139.3995731,0.999747859
139.4200073,0.99976593
139.4404417,0.999962
139.460876,0.999967264
139.4813102,0.999957148
139.5017445,0.999487107
139.5221789,0.999592863
139.5426131,1.000082477
139.5630474,1.000196474
139.5834818,1.000249897
139.603916,0.999875289
139.6243503,0.999366018
139.6447846,0.999301588
139.665219,0.999843794
139.6856532,1.000171776
139.7060876,0.999976902
139.7265219,0.999475557
139.7469562,0.999543182
139.7673905,0.999488833
139.7878248,0.999722163
139.8082591,0.999893884
139.8286934,0.999601365
139.8491277,0.999586824
139.869562,0.999690114
139.8899963,0.999852522
139.9104306,0.999854161
139.9308649,0.9998397
139.9512993,0.999667362
139.9717335,0.999440745
139.9921678,0.999096388
140.012602,0.999160634
140.0330364,0.999366133
140.0534707,0.999662739
140.073905,1.000028579
140.0943393,0.999962183
140.1147736,0.999810869
140.1352079,0.999661617
140.1556421,0.99974205
140.1760765,0.999765939
140.1965108,0.999593368
140.216945,0.999751703
140.2373794,1.000139821
140.2578137,1.000111294
140.2782479,0.999921185
140.2986822,1.00036213
140.3191166,1.000321941
140.3395508,1.000322406
140.3804194,0.999913809
140.4008538,0.999410958
140.421288,0.999463623
140.4417223,0.999575197
140.4621567,0.999553461
140.4825909,0.999354975
140.5030252,0.999252954
140.5234594,0.99926896
140.5438938,0.999497608
140.5643281,0.999512671
140.5847624,0.999634618
140.6051967,0.999821151
140.625631,0.999953925
140.6460653,0.999718359
140.6664995,0.999828125
140.6869339,1.000017438
140.7073682,0.999908778
140.7278024,0.999878118
140.7482368,1.000057006
140.7686711,1.000156037
140.7891053,1.000093396
140.8095396,1.000144661
140.8504083,1.000352948
140.8708425,1.000111614
140.8912768,0.999932596
140.9117112,1.000091774
140.9321454,1.000085147
140.9525797,0.999949755
140.9730141,0.99982034
140.9934482,0.999893862
141.0138825,0.999925594
141.0547511,1.000018654
141.0751854,1.000161181
141.0956197,1.000140696
141.116054,1.000514736
141.1364883,1.000638487
141.1569226,1.000421472
141.1773568,1.000122444
141.2386597,0.999891857
141.2590941,0.999857572
141.2795284,0.999600649
141.2999626,1.000013287
141.3203969,1.000189463
141.3408313,0.999976183
141.3612655,0.999821812
141.3816997,1.000021201
141.402134,1.000221619
141.4225684,1.000375613
141.4430027,1.000686833
141.4634369,1.000734982
141.4838713,1.000598057
141.5043056,1.000233142
141.5247398,1.000110358
141.5451741,1.00016017
141.5656084,1.000671229
141.5860428,1.001204159
141.606477,1.001053217
141.6269113,1.000302692
141.6473456,1.000298875
141.6677798,1.000769924
141.6882141,1.000720518
141.7086485,1.000543607
141.7290827,0.999927844
141.749517,0.999753413
141.7699514,1.000003597
141.7903856,1.00045144
141.8108199,1.000153011
141.8312541,1.000123938
141.8516884,0.999612792
141.8721227,0.999739284
141.892557,1.000149673
141.9129914,1.000519417
141.9538599,1.000048842
141.9742941,1.000129121
141.9947285,1.000066007
142.0151627,1.000143186
142.0355969,1.000082749
142.0560312,1.000019011
142.0764656,1.000148074
142.0968999,1.000191721
142.1173341,1.00025177
142.1377685,1.000127579
142.1582028,1.000145846
142.178637,1.000253342
142.1990712,1.000456978
142.2195056,1.000445531
142.2399398,1.00067341
142.2603741,1.000185283
142.2808085,1.000220676
142.3012427,1.000315485
142.321677,1.000224819
142.3421112,1.00024298
142.3625456,1.000024708
142.3829798,1.000316018
142.4034141,1.00003461
142.4238485,1.000168811
142.4442827,1.000621552
142.464717,1.000475592
142.4851511,0.999838007
142.5055855,0.99951071
142.5260198,0.999401681
142.5464541,0.999703502
142.5668883,0.999967357
142.5873227,0.999807562
142.607757,0.999451879
142.6281911,0.999500442
142.6486255,0.999592735
142.6690598,0.999408267
142.689494,0.999184285
142.7099283,0.999129567
142.7303627,0.999512615
142.7507968,0.999761977
142.7712311,0.99962174
142.7916655,0.999264577
142.8120997,0.999197468
142.832534,0.999412467
142.8529683,0.999819623
142.8734026,0.999906392
142.8938368,0.999659265
142.9142711,0.999595016
142.9347055,0.999617201
142.9551397,0.999470944
142.9755739,0.999582653
142.9960081,0.999867746
143.0164425,1.000048347
143.0368768,1.000049677
143.0573111,0.999838008
143.0777454,0.9998021
143.0981796,0.999853557
143.1186139,1.000153182
143.1390482,1.000289217
143.1594825,1.000099626
143.1799168,0.999873626
143.2003509,1.000021732
143.2207852,1.000511759
143.2412196,1.00051134
143.2616539,1.000467295
143.2820882,1.000125378
143.3025224,1.000083094
143.3229567,1.000274426
143.3638252,1.000712676
143.3842595,1.000460599
143.4046938,1.000308261
143.425128,0.99995294
143.4455624,0.99982721
143.4659967,0.999804
143.4864308,1.000006669
143.5068651,0.99976728
143.5272995,0.999988206
143.5477338,1.000147557
143.5681679,1.000704513
143.5886023,1.000401292
143.6090366,0.999959356
143.6294708,0.99965862
143.6499051,0.999482061
143.6703394,0.999467423
143.6907736,0.999502182
143.7112079,0.999364283
143.7316422,0.998950485
143.7520764,0.99897553
143.7725107,0.999728196
143.792945,1.000231882
143.8133793,1.000092819
143.8338135,0.999956747
143.8542478,0.999691752
143.874682,0.999965325
143.8951164,1.000296649
143.9155506,0.999611677
143.9359848,0.999422677
143.9564192,0.999723662
143.9768535,1.000132209
143.9972876,1.000392345
144.0177219,1.000405271
144.0381563,0.999616857
144.0585906,0.999713221
144.0790247,1.000138369
144.1198934,1.000230524
144.1403276,0.9999128
144.1607618,1.000105991
144.1811962,1.000458932
144.2016304,1.000543527
144.2220646,1.000474869
144.242499,1.000300194
144.2629332,0.99993071
144.2833675,0.999942085
144.3038017,1.000303895
144.324236,1.00031857
144.3446703,1.000207634
144.3651045,0.99996748
144.3855387,0.999966691
144.4059731,1.000029018
144.4264074,1.000070308
144.4468415,1.00002425
144.4672759,1.000165885
144.4877102,1.000439832
144.5081443,1.000169578
144.5285786,0.999672035
144.549013,1.000038796
144.5694472,1.000415557
144.5898814,1.000640928
144.6103158,1.000317775
144.6511842,0.999455931
144.6716185,0.999946009
144.6920529,1.000233954
144.712487,1.000224586
144.7329213,0.99936011
144.7533557,0.999315978
144.7737898,0.999734549
144.7942241,1.00009165
144.8146584,1.00011741
144.8350927,0.9999131
144.8555269,0.999799429
144.8759612,1.000038946
144.8963954,0.999958575
144.9168297,0.999693614
144.937264,0.999933013
144.9576982,0.999987611
144.9781326,0.999938669
144.9985668,1.00011061
145.019001,0.999865946
145.0394353,0.999690167
145.0598696,0.999897989
145.0803038,1.000270796
145.1007381,1.00067567
145.1211725,1.000962992
145.1416066,1.000968598
145.1620409,1.000328485
145.1824751,1.000137865
145.2029094,0.999804327
145.2233437,1.000131769
145.2437779,1.000266589
145.2642122,1.000138051
145.2846465,1.000118922
145.3050808,1.0001761
145.3255149,1.000440027
145.3459493,1.000291289
145.3663836,0.999763605
145.3868177,0.999346154
145.4072521,0.999464999
145.4276863,1.000369161
145.4481205,1.000668762
145.4685548,1.000738527
145.4889891,1.00096596
145.5094233,1.000562655
145.5298576,1.000715241
145.5502918,1.000228017
145.5707262,0.999940631
145.5911603,0.999875762
145.6115946,1.000019696
145.632029,1.000344591
145.6524631,1.000404801
145.6728974,1.000379329
145.6933316,0.999835523
145.7137659,0.999518975
145.7342002,0.999912443
145.7546344,1.000087831
145.795503,1.000296937
145.8159372,1.000048345
145.8363714,1.000060208
145.8568057,1.000094756
145.87724,1.000190964
145.8976742,1.000295217
145.9181085,1.00011376
145.9385428,0.999939935
145.9589769,0.999980266
145.9794112,0.999939657
145.9998456,0.999981947
146.0202798,0.999617585
146.040714,0.999590895
146.0611483,0.99995487
146.0815826,1.000042005
146.1020167,1.000034593
146.1428854,0.999504245
146.1633195,0.999607151
146.1837538,0.99969067
146.204188,0.999861412
146.2246223,0.99987956
146.2450565,0.999576642
146.2654908,0.999428274
146.2859251,0.999564982
146.3063593,1.000148635
146.3472277,1.000019633
146.3676621,0.999879508
146.4085305,1.000099918
146.4289649,0.999841021
146.4493991,0.99943335
146.4698333,0.999253837
146.4902676,0.999809629
146.5107019,1.000337785
146.5311361,0.999970005
146.5515703,0.999396338
146.5720046,0.999157638
146.5924389,0.999554331
146.6128731,1.000277945
146.6333073,1.000491323
146.6537417,0.999757955
146.6741759,0.999519768
146.6946101,0.999768508
146.7150444,1.000267979
146.7354787,1.000191345
146.7559129,1.000358123
146.7763471,1.000520058
146.7967814,1.001086031
146.8172157,1.000912195
146.8376498,1.000650325
146.8580841,1.000808162
146.8785184,1.000718992
146.8989526,1.000770658
146.9193868,0.999857166
146.9398212,0.999773484
146.9602553,0.999893517
146.9806896,1.000356749
